date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:38:00	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2031%20Aug%202020%2007:38:17%20GMT	https://fxquicktrade.com/index-2.html	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/index-2.html	(from https://fxquicktrade.com/)
08:38:05	2676/2676	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Mar%202018%2002:58:14%20GMT	https://fxquicktrade.com/images/icons/orange/download-bitcoin.png	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/icons/orange/download-bitcoin.png	(from https://fxquicktrade.com/)
08:38:07	3266/3266	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Mar%202018%2002:58:14%20GMT	https://fxquicktrade.com/images/icons/orange/add-bitcoins.png	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/icons/orange/add-bitcoins.png	(from https://fxquicktrade.com/)
08:38:07	3823/3823	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Mar%202018%2002:58:14%20GMT	https://fxquicktrade.com/images/icons/orange/buy-sell-bitcoins.png	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/icons/orange/buy-sell-bitcoins.png	(from https://fxquicktrade.com/)
08:38:08	3351/3351	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Mar%202018%2002:58:14%20GMT	https://fxquicktrade.com/images/icons/orange/strong-security.png	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/icons/orange/strong-security.png	(from https://fxquicktrade.com/)
08:38:10	3921/3921	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Mar%202018%2002:58:16%20GMT	https://fxquicktrade.com/images/icons/orange/world-coverage.png	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/icons/orange/world-coverage.png	(from https://fxquicktrade.com/)
08:38:11	2490/2490	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Mar%202018%2002:58:14%20GMT	https://fxquicktrade.com/images/icons/orange/mobile-app.png	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/icons/orange/mobile-app.png	(from https://fxquicktrade.com/)
08:38:13	2658/2658	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Mar%202018%2002:58:14%20GMT	https://fxquicktrade.com/images/icons/orange/payment-options.png	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/icons/orange/payment-options.png	(from https://fxquicktrade.com/)
08:38:13	2769/2769	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Mar%202018%2002:58:14%20GMT	https://fxquicktrade.com/images/icons/orange/cost-efficiency.png	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/icons/orange/cost-efficiency.png	(from https://fxquicktrade.com/)
08:38:24	174229/174229	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Mar%202018%2002:57:24%20GMT	https://fxquicktrade.com/images/about-us.png	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/about-us.png	(from https://fxquicktrade.com/)
08:38:26	3013/3013	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Mar%202018%2002:58:14%20GMT	https://fxquicktrade.com/images/icons/orange/high-liquidity.png	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/icons/orange/high-liquidity.png	(from https://fxquicktrade.com/)
08:38:40	65535/65535	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2002:58:06%20GMT	https://fxquicktrade.com/images/team/member2.jpg	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/team/member2.jpg	(from https://fxquicktrade.com/)
08:38:40	92199/92199	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2002:58:06%20GMT	https://fxquicktrade.com/images/team/member1.jpg	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/team/member1.jpg	(from https://fxquicktrade.com/)
08:38:42	3694/3694	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2002:57:22%20GMT	https://fxquicktrade.com/images/ceo.jpg	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/ceo.jpg	(from https://fxquicktrade.com/)
08:38:43	80644/80644	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2002:58:08%20GMT	https://fxquicktrade.com/images/team/member4.jpg	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/team/member4.jpg	(from https://fxquicktrade.com/)
08:38:43	26049/26049	---M--	200	added ('OK')	image/jpeg	etag:%2265c1-556eddf786300%22	https://www.tutorialrepublic.com/examples/images/clients/2.jpg	C:/My%20Web%20Sites/mypfx/www.tutorialrepublic.com/examples/images/clients/2.jpg	(from https://fxquicktrade.com/)
08:38:44	5905/5905	---M--	200	added ('OK')	image/jpeg	etag:%221711-5986c375d382c%22	https://uccexpress.ie/wp-content/uploads/2019/11/aman-150x150.jpg	C:/My%20Web%20Sites/mypfx/uccexpress.ie/wp-content/uploads/2019/11/aman-150x150.jpg	(from https://fxquicktrade.com/)
08:38:46	35676/35676	---M--	200	added ('OK')	image/jpeg	etag:%2243f0a90a299cf90251befb763e5fcc93%22	https://s3.amazonaws.com/ogden_images/www.ljworld.com/images/2013/09/21110604/obamacare_profile-150x150.jpg	C:/My%20Web%20Sites/mypfx/s3.amazonaws.com/ogden_images/www.ljworld.com/images/2013/09/21110604/obamacare_profile-150x150.jpg	(from https://fxquicktrade.com/)
08:38:50	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2031%20Aug%202020%2007:39:19%20GMT	https://www.redwoodfinancial.co.uk/wp-content/uploads/2017/11/Redwood-Financial-Summer-Profile-007-1024x1024.jpg	C:/My%20Web%20Sites/mypfx/www.redwoodfinancial.co.uk/wp-content/uploads/2017/11/Redwood-Financial-Summer-Profile-007-1024x1024.29.delayed	(from https://fxquicktrade.com/)
08:38:50	77705/77705	---M--	200	added ('OK')	image/jpeg	etag:%2212f89-535e582cfe980%22	https://shinecreativeindustries.com/wp-content/uploads/2016/06/large_designer-profileimage-39656640@2x.jpg	C:/My%20Web%20Sites/mypfx/shinecreativeindustries.com/wp-content/uploads/2016/06/large_designer-profileimage-39656640@2x.jpg	(from https://fxquicktrade.com/)
08:38:50	70462/70462	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2002:58:06%20GMT	https://fxquicktrade.com/images/team/member3.jpg	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/team/member3.jpg	(from https://fxquicktrade.com/)
08:38:55	106988/106988	---M--	200	added ('OK')	image/jpeg	etag:%225f46872d-1a1ec%22	https://redwoodfinancial.co.uk/wp-content/uploads/2017/11/Redwood-Financial-Summer-Profile-007-1024x1024.jpg	C:/My%20Web%20Sites/mypfx/redwoodfinancial.co.uk/wp-content/uploads/2017/11/Redwood-Financial-Summer-Profile-007-1024x1024.jpg	(from https://fxquicktrade.com/)
08:38:56	17930/17930	---M--	200	added ('OK')	image/jpeg	etag:%227db960b294b9dbee5f1540cc0eea4940%22	https://media.aws.iaaf.org/athletes/256496.jpg	C:/My%20Web%20Sites/mypfx/media.aws.iaaf.org/athletes/256496.jpg	(from https://fxquicktrade.com/)
08:39:00	27408/27408	---M--	200	added ('OK')	image/jpeg	etag:%226b10-556ede4000e00%22	https://www.tutorialrepublic.com/examples/images/clients/1.jpg	C:/My%20Web%20Sites/mypfx/www.tutorialrepublic.com/examples/images/clients/1.jpg	(from https://fxquicktrade.com/)
08:39:01	27178/27178	---M--	200	added ('OK')	image/jpeg	etag:%226a2a-556edf5e1b100%22	https://www.tutorialrepublic.com/examples/images/clients/3.jpg	C:/My%20Web%20Sites/mypfx/www.tutorialrepublic.com/examples/images/clients/3.jpg	(from https://fxquicktrade.com/)
08:39:09	62854/62854	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Mar%202019%2012:36:38%20GMT	https://www.leibniz-inm.de/wp-content/uploads/prof-dr-bennewitz-roland-450x450.jpg	C:/My%20Web%20Sites/mypfx/www.leibniz-inm.de/wp-content/uploads/prof-dr-bennewitz-roland-450x450.jpg	(from https://fxquicktrade.com/)
08:39:17	67139/67139	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2002:57:54%20GMT	https://fxquicktrade.com/images/blog/blog-post-small-1.jpg	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/blog/blog-post-small-1.jpg	(from https://fxquicktrade.com/)
08:39:17	51270/51270	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2002:57:54%20GMT	https://fxquicktrade.com/images/blog/blog-post-small-3.jpg	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/blog/blog-post-small-3.jpg	(from https://fxquicktrade.com/)
08:39:17	54571/54571	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2002:57:54%20GMT	https://fxquicktrade.com/images/blog/blog-post-small-2.jpg	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/blog/blog-post-small-2.jpg	(from https://fxquicktrade.com/)
08:39:20	21374/21374	---M--	200	added ('OK')	text/html	date:Tue,%2003%20Mar%202020%2020:01:36%20GMT	https://fxquicktrade.com/terms-of-services.html	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/terms-of-services.html	(from https://fxquicktrade.com/)
08:39:21	4467/4467	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Mar%202018%2002:58:16%20GMT	https://fxquicktrade.com/images/icons/payment/mastercard.png	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/icons/payment/mastercard.png	(from https://fxquicktrade.com/)
08:39:21	49503/49503	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Feb%202020%2007:00:00%20GMT	https://fxquicktrade.com/images/pt.jpg	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/pt.jpg	(from https://fxquicktrade.com/)
08:39:21	3461/3461	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Mar%202018%2002:58:16%20GMT	https://fxquicktrade.com/images/icons/payment/visa.png	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/icons/payment/visa.png	(from https://fxquicktrade.com/)
08:39:22	3189/3189	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Mar%202018%2002:58:16%20GMT	https://fxquicktrade.com/images/icons/payment/paypal.png	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/icons/payment/paypal.png	(from https://fxquicktrade.com/)
08:39:22	4611/4611	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Mar%202018%2002:58:16%20GMT	https://fxquicktrade.com/images/icons/payment/maestro.png	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/icons/payment/maestro.png	(from https://fxquicktrade.com/)
08:39:22	4149/4149	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Mar%202018%2002:58:16%20GMT	https://fxquicktrade.com/images/icons/payment/american-express.png	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/icons/payment/american-express.png	(from https://fxquicktrade.com/)
08:39:28	37046/37046	---M--	200	added ('OK')	application/javascript	date:Wed,%2019%20Feb%202020%2019:45:14%20GMT	https://fxquicktrade.com/js/bootstrap.min.js	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/js/bootstrap.min.js	(from https://fxquicktrade.com/)
08:39:32	85578/85578	---M--	200	added ('OK')	application/javascript	date:Wed,%2007%20Mar%202018%2002:58:22%20GMT	https://fxquicktrade.com/js/jquery-2.2.4.min.js	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/js/jquery-2.2.4.min.js	(from https://fxquicktrade.com/)
08:39:33	77449/77449	---M--	200	added ('OK')	application/javascript	date:Wed,%2007%20Mar%202018%2002:58:24%20GMT	https://fxquicktrade.com/js/select2.min.js	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/js/select2.min.js	(from https://fxquicktrade.com/)
08:39:36	16733/16733	---M--	200	added ('OK')	application/javascript	date:Wed,%2007%20Mar%202018%2002:58:22%20GMT	https://fxquicktrade.com/js/custom.js	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/js/custom.js	(from https://fxquicktrade.com/)
08:39:36	21201/21201	---M--	200	added ('OK')	application/javascript	date:Wed,%2019%20Feb%202020%2019:45:14%20GMT	https://fxquicktrade.com/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/js/jquery.magnific-popup.min.js	(from https://fxquicktrade.com/)
08:39:47	13068/13068	---M--	200	added ('OK')	application/javascript	date:Sat,%2010%20Mar%202018%2022:31:32%20GMT	https://fxquicktrade.com/js/styleswitcher.js	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/js/styleswitcher.js	(from https://fxquicktrade.com/)
08:39:48	298690/298690	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Dec%202019%2003:12:42%20GMT	https://gogeomatics.ca/wp-content/uploads/profile_hongyu-450x450.png	C:/My%20Web%20Sites/mypfx/gogeomatics.ca/wp-content/uploads/profile_hongyu-450x450.png	(from https://fxquicktrade.com/)
08:39:59	77160/77160	---M--	200	added ('OK')	text/html	date:Thu,%2007%20Nov%202019%2019:34:14%20GMT	https://fxquicktrade.com/fonts/fontawesome-webfont3e6e.html?v=4.7.0	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/fonts/fontawesome-webfont3e6e3e6e.html	(from https://fxquicktrade.com/css/font-awesome.min.css)
08:40:10	98024/98024	---M--	200	added ('OK')	font/woff	date:Wed,%2007%20Mar%202018%2002:57:18%20GMT	https://fxquicktrade.com/fonts/fontawesome-webfont3e6e.woff?v=4.7.0	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/fonts/fontawesome-webfont3e6e3e6e.woff	(from https://fxquicktrade.com/css/font-awesome.min.css)
08:40:11	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2019%20Feb%202020%2019:44:56%20GMT	https://fxquicktrade.com/fonts/fontawesome-webfontd41d.eot?	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/fonts/fontawesome-webfontd41dd41d.eot	(from https://fxquicktrade.com/css/font-awesome.min.css)
08:40:13	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2019%20Feb%202020%2019:44:52%20GMT	https://fxquicktrade.com/fonts/fontawesome-webfont3e6e.eot?v=4.7.0	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/fonts/fontawesome-webfont3e6e3e6e.eot	(from https://fxquicktrade.com/css/font-awesome.min.css)
08:40:19	165548/165548	---M--	200	added ('OK')	font/ttf	date:Wed,%2019%20Feb%202020%2019:44:54%20GMT	https://fxquicktrade.com/fonts/fontawesome-webfont3e6e.ttf?v=4.7.0	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/fonts/fontawesome-webfont3e6e3e6e.ttf	(from https://fxquicktrade.com/css/font-awesome.min.css)
08:40:29	0/0	---M--	200	added ('OK')	text/html	date:Thu,%2007%20Nov%202019%2019:34:44%20GMT	https://fxquicktrade.com/fonts/glyphicons-halflings-regular.html	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/fonts/glyphicons-halflings-regular.46.delayed	(from https://fxquicktrade.com/css/bootstrap.min.css)
08:40:30	0/0	---M--	200	added ('OK')	text/html	date:Thu,%2007%20Nov%202019%2019:34:44%20GMT	https://fxquicktrade.com/fonts/glyphicons-halflings-regular.eot-.html	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/fonts/glyphicons-halflings-regular.eot-.html	(from https://fxquicktrade.com/css/bootstrap.min.css)
08:40:31	0/0	---M--	200	added ('OK')	text/html	date:Thu,%2007%20Nov%202019%2019:34:44%20GMT	https://fxquicktrade.com/fonts/glyphicons-halflings-regular.woff2.html	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/fonts/glyphicons-halflings-regular.woff2.html	(from https://fxquicktrade.com/css/bootstrap.min.css)
08:40:32	0/0	---M--	200	added ('OK')	text/html	date:Thu,%2007%20Nov%202019%2019:34:44%20GMT	https://fxquicktrade.com/fonts/glyphicons-halflings-regular-2.html	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/fonts/glyphicons-halflings-regular-2.html	(from https://fxquicktrade.com/css/bootstrap.min.css)
08:40:34	0/0	---M--	200	added ('OK')	text/html	date:Thu,%2007%20Nov%202019%2019:34:44%20GMT	https://fxquicktrade.com/fonts/glyphicons-halflings-regular-3.html	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/fonts/glyphicons-halflings-regular-3.html	(from https://fxquicktrade.com/css/bootstrap.min.css)
08:40:34	0/0	---M--	200	added ('OK')	text/html	date:Thu,%2007%20Nov%202019%2019:34:44%20GMT	https://fxquicktrade.com/fonts/glyphicons-halflings-regular.svg.html	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/fonts/glyphicons-halflings-regular.svg.html	(from https://fxquicktrade.com/css/bootstrap.min.css)
08:40:47	17147/17147	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Mar%202018%2002:57:22%20GMT	https://fxquicktrade.com/images/bg.png	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/bg.png	(from https://fxquicktrade.com/css/style.css)
08:41:16	151870/151870	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2002:58:00%20GMT	https://fxquicktrade.com/images/slider/bg2.jpg	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/slider/bg2.jpg	(from https://fxquicktrade.com/css/style.css)
08:41:21	189103/189103	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2002:58:00%20GMT	https://fxquicktrade.com/images/slider/bg1.jpg	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/slider/bg1.jpg	(from https://fxquicktrade.com/css/style.css)
08:41:26	97974/97974	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2002:57:44%20GMT	https://fxquicktrade.com/images/backgrounds/bg-video.jpg	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/backgrounds/bg-video.jpg	(from https://fxquicktrade.com/css/style.css)
08:41:34	444380/444380	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Feb%202020%2019:44:52%20GMT	https://fxquicktrade.com/fonts/fontawesome-webfont3e6e.svg?v=4.7.0	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/fonts/fontawesome-webfont3e6e3e6e.svg	(from https://fxquicktrade.com/css/font-awesome.min.css)
08:41:36	81895/81895	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2002:57:38%20GMT	https://fxquicktrade.com/images/backgrounds/bg-quote.jpg	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/backgrounds/bg-quote.jpg	(from https://fxquicktrade.com/css/style.css)
08:41:43	111308/111308	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2002:57:42%20GMT	https://fxquicktrade.com/images/backgrounds/bg-user.jpg	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/backgrounds/bg-user.jpg	(from https://fxquicktrade.com/css/style.css)
08:41:43	150688/150688	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2002:57:44%20GMT	https://fxquicktrade.com/images/backgrounds/call-to-action-bg.jpg	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/backgrounds/call-to-action-bg.jpg	(from https://fxquicktrade.com/css/style.css)
08:41:44	180606/180606	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2002:57:38%20GMT	https://fxquicktrade.com/images/backgrounds/bg-banner.jpg	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/backgrounds/bg-banner.jpg	(from https://fxquicktrade.com/css/style.css)
08:41:52	60099/60099	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2002:57:40%20GMT	https://fxquicktrade.com/images/backgrounds/bg-user-2.jpg	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/backgrounds/bg-user-2.jpg	(from https://fxquicktrade.com/css/style.css)
08:41:53	64899/64899	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2002:57:40%20GMT	https://fxquicktrade.com/images/backgrounds/bg-user-3.jpg	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/backgrounds/bg-user-3.jpg	(from https://fxquicktrade.com/css/style.css)
08:42:15	422186/422186	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2002:57:38%20GMT	https://fxquicktrade.com/images/backgrounds/bg-calculator.jpg	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/images/backgrounds/bg-calculator.jpg	(from https://fxquicktrade.com/css/style.css)
08:42:19	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2031%20Aug%202020%2007:42:48%20GMT	https://fxquicktrade.com/blog-post.html	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/blog-post.5a.delayed	(from https://fxquicktrade.com/faq.php)
08:42:20	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2031%20Aug%202020%2007:42:48%20GMT	https://fxquicktrade.com/blog-post-light.html	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/blog-post-light.html	(from https://fxquicktrade.com/faq.php)
08:42:20	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2031%20Aug%202020%2007:42:49%20GMT	https://fxquicktrade.com/templateshub.net	C:/My%20Web%20Sites/mypfx/fxquicktrade.com/templateshub.net	(from https://fxquicktrade.com/terms-of-services.html)
